FIPStxt,State,Area name,Year,POP_ESTIMATE
51187,VA,Warren County,2017,39409
51191,VA,Washington County,2017,54179
51193,VA,Westmoreland County,2017,17725
51195,VA,Wise County,2017,38574
51197,VA,Wythe County,2017,28829
51199,VA,York County,2017,68022
51510,VA,Alexandria city,2017,159215
51520,VA,Bristol city,2017,16880
51530,VA,Buena Vista city,2017,6482
51540,VA,Charlottesville city,2017,47463
51550,VA,Chesapeake city,2017,240143
51570,VA,Colonial Heights city,2017,17424
51580,VA,Covington city,2017,5576
51590,VA,Danville city,2017,41044
51595,VA,Emporia city,2017,5467
51600,VA,Fairfax city,2017,23435
51610,VA,Falls Church city,2017,14245
51620,VA,Franklin city,2017,8145
51630,VA,Fredericksburg city,2017,28498
51640,VA,Galax city,2017,6484
51650,VA,Hampton city,2017,134725
51660,VA,Harrisonburg city,2017,53644
51670,VA,Hopewell city,2017,22505
51678,VA,Lexington city,2017,7154
51680,VA,Lynchburg city,2017,80523
51683,VA,Manassas city,2017,41141
51685,VA,Manassas Park city,2017,17149
51690,VA,Martinsville city,2017,12823
51700,VA,Newport News city,2017,179447
51710,VA,Norfolk city,2017,244543
51720,VA,Norton city,2017,3918
51730,VA,Petersburg city,2017,31137
51735,VA,Poquoson city,2017,12039
51740,VA,Portsmouth city,2017,94838
51750,VA,Radford city,2017,17484
51760,VA,Richmond city,2017,227230
51770,VA,Roanoke city,2017,98986
51775,VA,Salem city,2017,25373
51790,VA,Staunton city,2017,24325
51800,VA,Suffolk city,2017,90108
51810,VA,Virginia Beach city,2017,449896
51820,VA,Waynesboro city,2017,22242
51830,VA,Williamsburg city,2017,14994
51840,VA,Winchester city,2017,28178
53000,WA,Washington,2017,7423362
53001,WA,Adams County,2017,19651
53003,WA,Asotin County,2017,22509
53005,WA,Benton County,2017,198200
53007,WA,Chelan County,2017,76298
53009,WA,Clallam County,2017,75637
53011,WA,Clark County,2017,474381
53013,WA,Columbia County,2017,4002
53015,WA,Cowlitz County,2017,106805
53017,WA,Douglas County,2017,42027
53019,WA,Ferry County,2017,7576
53021,WA,Franklin County,2017,91896
53023,WA,Garfield County,2017,2215
53025,WA,Grant County,2017,95357
53027,WA,Grays Harbor County,2017,72490
53029,WA,Island County,2017,83250
53031,WA,Jefferson County,2017,31210
53033,WA,King County,2017,2203836
53035,WA,Kitsap County,2017,266289
53037,WA,Kittitas County,2017,46176
53039,WA,Klickitat County,2017,21751
53041,WA,Lewis County,2017,78320
53043,WA,Lincoln County,2017,10585
53045,WA,Mason County,2017,63740
53047,WA,Okanogan County,2017,41915
53049,WA,Pacific County,2017,21742
53051,WA,Pend Oreille County,2017,13358
53053,WA,Pierce County,2017,879654
53055,WA,San Juan County,2017,16729
53057,WA,Skagit County,2017,125860
53059,WA,Skamania County,2017,11809
53061,WA,Snohomish County,2017,802089
53063,WA,Spokane County,2017,505623
53065,WA,Stevens County,2017,44636
53067,WA,Thurston County,2017,280269
53069,WA,Wahkiakum County,2017,4251
53071,WA,Walla Walla County,2017,60512
53073,WA,Whatcom County,2017,221410
53075,WA,Whitman County,2017,49382
53077,WA,Yakima County,2017,249922
54000,WV,West Virginia,2017,1817004
54001,WV,Barbour County,2017,16515
54003,WV,Berkeley County,2017,115073
54005,WV,Boone County,2017,22369
54007,WV,Braxton County,2017,14217
54009,WV,Brooke County,2017,22373
54011,WV,Cabell County,2017,94452
54013,WV,Calhoun County,2017,7310
54015,WV,Clay County,2017,8693
54017,WV,Doddridge County,2017,8518
54019,WV,Fayette County,2017,43607
54021,WV,Gilmer County,2017,8042
54023,WV,Grant County,2017,11627
54025,WV,Greenbrier County,2017,35208
54027,WV,Hampshire County,2017,23386
54029,WV,Hancock County,2017,29383
54031,WV,Hardy County,2017,13849
54033,WV,Harrison County,2017,67905
54035,WV,Jackson County,2017,28908
54037,WV,Jefferson County,2017,56444
54039,WV,Kanawha County,2017,183385
54041,WV,Lewis County,2017,16178
54043,WV,Lincoln County,2017,20872
54045,WV,Logan County,2017,33028
54047,WV,McDowell County,2017,18505
54049,WV,Marion County,2017,56349
54051,WV,Marshall County,2017,31252
54053,WV,Mason County,2017,26806
54055,WV,Mercer County,2017,59869
54057,WV,Mineral County,2017,27223
54059,WV,Mingo County,2017,24142
54061,WV,Monongalia County,2017,105782
54063,WV,Monroe County,2017,13382
54065,WV,Morgan County,2017,17716
54067,WV,Nicholas County,2017,25125
54069,WV,Ohio County,2017,42001
54071,WV,Pendleton County,2017,6973
54073,WV,Pleasants County,2017,7455
54075,WV,Pocahontas County,2017,8493
54077,WV,Preston County,2017,33826
54079,WV,Putnam County,2017,56692
54081,WV,Raleigh County,2017,75066
54083,WV,Randolph County,2017,28894
54085,WV,Ritchie County,2017,9851
54087,WV,Roane County,2017,14004
54089,WV,Summers County,2017,12882
54091,WV,Taylor County,2017,16914
54093,WV,Tucker County,2017,6992
54095,WV,Tyler County,2017,8800
54097,WV,Upshur County,2017,24555
54099,WV,Wayne County,2017,40215
54101,WV,Webster County,2017,8348
54103,WV,Wetzel County,2017,15433
54105,WV,Wirt County,2017,5786
54107,WV,Wood County,2017,85060
54109,WV,Wyoming County,2017,21271
55000,WI,Wisconsin,2017,5790186
55001,WI,Adams County,2017,19900
55003,WI,Ashland County,2017,15501
55005,WI,Barron County,2017,45141
55007,WI,Bayfield County,2017,15006
55009,WI,Brown County,2017,261762
55011,WI,Buffalo County,2017,13105
55013,WI,Burnett County,2017,15295
55015,WI,Calumet County,2017,49995
55017,WI,Chippewa County,2017,63747
55019,WI,Clark County,2017,34571
55021,WI,Columbia County,2017,57244
55023,WI,Crawford County,2017,16199
55025,WI,Dane County,2017,537453
55027,WI,Dodge County,2017,87705
55029,WI,Door County,2017,27454
55031,WI,Douglas County,2017,43328
55033,WI,Dunn County,2017,44714
55035,WI,Eau Claire County,2017,103582
55037,WI,Florence County,2017,4335
55039,WI,Fond du Lac County,2017,102417
55041,WI,Forest County,2017,8969
55043,WI,Grant County,2017,51728
55045,WI,Green County,2017,36877
55047,WI,Green Lake County,2017,18720
55049,WI,Iowa County,2017,23676
55051,WI,Iron County,2017,5675
55053,WI,Jackson County,2017,20485
55055,WI,Jefferson County,2017,84733
55057,WI,Juneau County,2017,26460
55059,WI,Kenosha County,2017,168356
55061,WI,Kewaunee County,2017,20401
55063,WI,La Crosse County,2017,118033
55065,WI,Lafayette County,2017,16689
55067,WI,Langlade County,2017,19175
55069,WI,Lincoln County,2017,27751
55071,WI,Manitowoc County,2017,79099
55073,WI,Marathon County,2017,135452
55075,WI,Marinette County,2017,40300
55077,WI,Marquette County,2017,15280
55078,WI,Menominee County,2017,4599
55079,WI,Milwaukee County,2017,950172
55081,WI,Monroe County,2017,45715
55083,WI,Oconto County,2017,37531
55085,WI,Oneida County,2017,35236
55087,WI,Outagamie County,2017,185816
55089,WI,Ozaukee County,2017,88443
55091,WI,Pepin County,2017,7246
55093,WI,Pierce County,2017,42016
55095,WI,Polk County,2017,43397
55097,WI,Portage County,2017,70565
55099,WI,Price County,2017,13380
55101,WI,Racine County,2017,195825
55103,WI,Richland County,2017,17517
55105,WI,Rock County,2017,162205
55107,WI,Rusk County,2017,14148
55109,WI,St. Croix County,2017,88560
55111,WI,Sauk County,2017,63967
55113,WI,Sawyer County,2017,16367
55115,WI,Shawano County,2017,40846
55117,WI,Sheboygan County,2017,115089
55119,WI,Taylor County,2017,20314
55121,WI,Trempealeau County,2017,29372
55123,WI,Vernon County,2017,30702
55125,WI,Vilas County,2017,21684
55127,WI,Walworth County,2017,102850
55129,WI,Washburn County,2017,15739
55131,WI,Washington County,2017,134930
55133,WI,Waukesha County,2017,400899
55135,WI,Waupaca County,2017,51118
55137,WI,Waushara County,2017,24193
55139,WI,Winnebago County,2017,170394
55141,WI,Wood County,2017,73038
56000,WY,Wyoming,2017,578931
56001,WY,Albany County,2017,38459
56003,WY,Big Horn County,2017,11859
56005,WY,Campbell County,2017,46402
56007,WY,Carbon County,2017,15252
56009,WY,Converse County,2017,13733
56011,WY,Crook County,2017,7397
56013,WY,Fremont County,2017,39818
56015,WY,Goshen County,2017,13361
56017,WY,Hot Springs County,2017,4686
56019,WY,Johnson County,2017,8447
56021,WY,Laramie County,2017,98377
56023,WY,Lincoln County,2017,19278
56025,WY,Natrona County,2017,79586
56027,WY,Niobrara County,2017,2392
56029,WY,Park County,2017,29194
56031,WY,Platte County,2017,8541
56033,WY,Sheridan County,2017,30147
56035,WY,Sublette County,2017,9745
56037,WY,Sweetwater County,2017,43464
56039,WY,Teton County,2017,23384
56041,WY,Uinta County,2017,20431
56043,WY,Washakie County,2017,8010
56045,WY,Weston County,2017,6968
0,US,United States,2018,326687501
1000,AL,Alabama,2018,4887681
1001,AL,Autauga County,2018,55533
1003,AL,Baldwin County,2018,217855
1005,AL,Barbour County,2018,24872
1007,AL,Bibb County,2018,22367
1009,AL,Blount County,2018,57771
1011,AL,Bullock County,2018,10174
1013,AL,Butler County,2018,19631
1015,AL,Calhoun County,2018,114331
1017,AL,Chambers County,2018,33600
1019,AL,Cherokee County,2018,26014
1021,AL,Chilton County,2018,44163
1023,AL,Choctaw County,2018,12833
1025,AL,Clarke County,2018,23918
1027,AL,Clay County,2018,13294
1029,AL,Cleburne County,2018,15010
1031,AL,Coffee County,2018,51950
1033,AL,Colbert County,2018,55004
1035,AL,Conecuh County,2018,12292
1037,AL,Coosa County,2018,10643
1039,AL,Covington County,2018,36953
1041,AL,Crenshaw County,2018,13825
1043,AL,Cullman County,2018,83418
1045,AL,Dale County,2018,49143
1047,AL,Dallas County,2018,38294
1049,AL,DeKalb County,2018,71407
1051,AL,Elmore County,2018,81011
1053,AL,Escambia County,2018,36524
1055,AL,Etowah County,2018,102611
1057,AL,Fayette County,2018,16445
1059,AL,Franklin County,2018,31298
1061,AL,Geneva County,2018,26306
1063,AL,Greene County,2018,8209
1065,AL,Hale County,2018,14749
1067,AL,Henry County,2018,17173
1069,AL,Houston County,2018,104770
1071,AL,Jackson County,2018,51621
1073,AL,Jefferson County,2018,659429
1075,AL,Lamar County,2018,13882
1077,AL,Lauderdale County,2018,92604
1079,AL,Lawrence County,2018,32941
1081,AL,Lee County,2018,163656
1083,AL,Limestone County,2018,96177
1085,AL,Lowndes County,2018,9974
1087,AL,Macon County,2018,18321
1089,AL,Madison County,2018,367004
1091,AL,Marengo County,2018,19056
1093,AL,Marion County,2018,29750
1095,AL,Marshall County,2018,96170
1097,AL,Mobile County,2018,413908
1099,AL,Monroe County,2018,21062
1101,AL,Montgomery County,2018,226504
1103,AL,Morgan County,2018,119203
1105,AL,Perry County,2018,9070
1107,AL,Pickens County,2018,19980
1109,AL,Pike County,2018,33242
1111,AL,Randolph County,2018,22727
1113,AL,Russell County,2018,57784
1115,AL,St. Clair County,2018,88654
1117,AL,Shelby County,2018,215583
1119,AL,Sumter County,2018,12634
1121,AL,Talladega County,2018,80137
1123,AL,Tallapoosa County,2018,40535
1125,AL,Tuscaloosa County,2018,208319
1127,AL,Walker County,2018,63669
1129,AL,Washington County,2018,16402
1131,AL,Wilcox County,2018,10599
1133,AL,Winston County,2018,23693
2000,AK,Alaska,2018,735139
2013,AK,Aleutians East Borough,2018,3395
2016,AK,Aleutians West Census Area,2018,5640
2020,AK,Anchorage Municipality,2018,290521
2050,AK,Bethel Census Area,2018,18219
2060,AK,Bristol Bay Borough,2018,880
2068,AK,Denali Borough,2018,2032
2070,AK,Dillingham Census Area,2018,4991
2090,AK,Fairbanks North Star Borough,2018,98565
2100,AK,Haines Borough,2018,2488
2105,AK,Hoonah-Angoon Census Area,2018,2155
2110,AK,Juneau City and Borough,2018,32037
2122,AK,Kenai Peninsula Borough,2018,58561
2130,AK,Ketchikan Gateway Borough,2018,13856
2150,AK,Kodiak Island Borough,2018,13250
2158,AK,Kusilvak Census Area,2018,8323
2164,AK,Lake and Peninsula Borough,2018,1596
2170,AK,Matanuska-Susitna Borough,2018,107115
2180,AK,Nome Census Area,2018,10053
2185,AK,North Slope Borough,2018,9850
2188,AK,Northwest Arctic Borough,2018,7694
2195,AK,Petersburg Borough,2018,3244
2198,AK,Prince of Wales-Hyder Census Area,2018,6360
2220,AK,Sitka City and Borough,2018,8554
2230,AK,Skagway Municipality,2018,1169
2240,AK,Southeast Fairbanks Census Area,2018,6937
2261,AK,Valdez-Cordova Census Area,2018,9161
2275,AK,Wrangell City and Borough,2018,2538
2282,AK,Yakutat City and Borough,2018,596
2290,AK,Yukon-Koyukuk Census Area,2018,5359
4000,AZ,Arizona,2018,7158024
4001,AZ,Apache County,2018,71731
4003,AZ,Cochise County,2018,126411
4005,AZ,Coconino County,2018,142523
4007,AZ,Gila County,2018,53801
4009,AZ,Graham County,2018,37995
4011,AZ,Greenlee County,2018,9448
4012,AZ,La Paz County,2018,21039
4013,AZ,Maricopa County,2018,4402403
4015,AZ,Mohave County,2018,209292
4017,AZ,Navajo County,2018,110242
4019,AZ,Pima County,2018,1036554
4021,AZ,Pinal County,2018,446806
4023,AZ,Santa Cruz County,2018,46395
4025,AZ,Yavapai County,2018,231772
4027,AZ,Yuma County,2018,211612
5000,AR,Arkansas,2018,3009733
5001,AR,Arkansas County,2018,17726
5003,AR,Ashley County,2018,20012
5005,AR,Baxter County,2018,41624
5007,AR,Benton County,2018,272266
5009,AR,Boone County,2018,37385
5011,AR,Bradley County,2018,10838
5013,AR,Calhoun County,2018,5227
5015,AR,Carroll County,2018,28097
5017,AR,Chicot County,2018,10442
5019,AR,Clark County,2018,22313
5021,AR,Clay County,2018,14763
5023,AR,Cleburne County,2018,24994
5025,AR,Cleveland County,2018,7995
5027,AR,Columbia County,2018,23586
5029,AR,Conway County,2018,20825
5031,AR,Craighead County,2018,108816
5033,AR,Crawford County,2018,63379
5035,AR,Crittenden County,2018,48363
5037,AR,Cross County,2018,16630
5039,AR,Dallas County,2018,7152
5041,AR,Desha County,2018,11507
5043,AR,Drew County,2018,18328
5045,AR,Faulkner County,2018,125138
5047,AR,Franklin County,2018,17764
5049,AR,Fulton County,2018,12308
5051,AR,Garland County,2018,98966
5053,AR,Grant County,2018,18180
5055,AR,Greene County,2018,45339
5057,AR,Hempstead County,2018,21685
5059,AR,Hot Spring County,2018,33672
5061,AR,Howard County,2018,13302
5063,AR,Independence County,2018,37768
5065,AR,Izard County,2018,13582
5067,AR,Jackson County,2018,16753
5069,AR,Jefferson County,2018,68067
5071,AR,Johnson County,2018,26659
5073,AR,Lafayette County,2018,6679
5075,AR,Lawrence County,2018,16432
5077,AR,Lee County,2018,8976
5079,AR,Lincoln County,2018,13184
5081,AR,Little River County,2018,12297
5083,AR,Logan County,2018,21673
5085,AR,Lonoke County,2018,73391
5087,AR,Madison County,2018,16362
5089,AR,Marion County,2018,16665
5091,AR,Miller County,2018,43362
5093,AR,Mississippi County,2018,41236
5095,AR,Monroe County,2018,6880
5097,AR,Montgomery County,2018,8910
5099,AR,Nevada County,2018,8308
5101,AR,Newton County,2018,7800
5103,AR,Ouachita County,2018,23620
5105,AR,Perry County,2018,10380
5107,AR,Phillips County,2018,18054
5109,AR,Pike County,2018,10666
5111,AR,Poinsett County,2018,23903
5113,AR,Polk County,2018,20019
5115,AR,Pope County,2018,63594
5117,AR,Prairie County,2018,8082
5119,AR,Pulaski County,2018,391918
5121,AR,Randolph County,2018,17970
5123,AR,St. Francis County,2018,25509
5125,AR,Saline County,2018,121074
5127,AR,Scott County,2018,10339
5129,AR,Searcy County,2018,7930
5131,AR,Sebastian County,2018,127570
5133,AR,Sevier County,2018,17061
5135,AR,Sharp County,2018,17290
5137,AR,Stone County,2018,12454
5139,AR,Union County,2018,39139
5141,AR,Van Buren County,2018,16635
5143,AR,Washington County,2018,236611
5145,AR,White County,2018,78381
5147,AR,Woodruff County,2018,6466
5149,AR,Yell County,2018,21462
6000,CA,California,2018,39461588
6001,CA,Alameda County,2018,1666756
6003,CA,Alpine County,2018,1089
6005,CA,Amador County,2018,39405
6007,CA,Butte County,2018,230339
6009,CA,Calaveras County,2018,45698
6011,CA,Colusa County,2018,21418
6013,CA,Contra Costa County,2018,1150519
6015,CA,Del Norte County,2018,27740
6017,CA,El Dorado County,2018,190746
6019,CA,Fresno County,2018,991950
6021,CA,Glenn County,2018,27967
6023,CA,Humboldt County,2018,136244
6025,CA,Imperial County,2018,181523
6027,CA,Inyo County,2018,17946
6029,CA,Kern County,2018,893758
6031,CA,Kings County,2018,151382
6033,CA,Lake County,2018,64317
6035,CA,Lassen County,2018,30618
6037,CA,Los Angeles County,2018,10073906
6039,CA,Madera County,2018,156882
6041,CA,Marin County,2018,259662
6043,CA,Mariposa County,2018,17405
6045,CA,Mendocino County,2018,87401
6047,CA,Merced County,2018,274151
6049,CA,Modoc County,2018,8800
6051,CA,Mono County,2018,14403
6053,CA,Monterey County,2018,433950
6055,CA,Napa County,2018,138789
6057,CA,Nevada County,2018,99508
6059,CA,Orange County,2018,3175973
6061,CA,Placer County,2018,392330
6063,CA,Plumas County,2018,18741
6065,CA,Riverside County,2018,2445789
6067,CA,Sacramento County,2018,1538746
6069,CA,San Benito County,2018,61467
6071,CA,San Bernardino County,2018,2166753
6073,CA,San Diego County,2018,3333861
6075,CA,San Francisco County,2018,880696
6077,CA,San Joaquin County,2018,752491
6079,CA,San Luis Obispo County,2018,283354
6081,CA,San Mateo County,2018,768681
6083,CA,Santa Barbara County,2018,445780
6085,CA,Santa Clara County,2018,1932337
6087,CA,Santa Cruz County,2018,273841
6089,CA,Shasta County,2018,179709
6091,CA,Sierra County,2018,2997
6093,CA,Siskiyou County,2018,43550
6095,CA,Solano County,2018,445725
6097,CA,Sonoma County,2018,498643
